"Home","Opponent","Win","Draw","Loss","scoreline","HomeWinOdds","DrawOdds","AwayWinOdds"
"Celtic","Hibernian",0.776871904445612,0.146736857641654,0.0763300485082374,"2 - 1",1.28721349591554,6.81492036882852,13.1010004519004
